iter	MultiClass
180	0.006734516043
181	0.006703172319
182	0.006668206491
183	0.006633405778
184	0.006602133407
185	0.006559180051
186	0.00652444064
187	0.006490569818
188	0.006459448211
189	0.006418460661
190	0.006385129777
191	0.006352166016
192	0.006318264257
193	0.006282047386
194	0.00624800467
195	0.006214805025
196	0.006186314514
197	0.006140586496
198	0.006110639551
199	0.006079862879
200	0.006047139418
201	0.006018521108
202	0.005988899482
203	0.005961157746
204	0.005935205747
205	0.005899867795
206	0.005862100894
207	0.005830042103
208	0.005798734188
209	0.005772929748
210	0.005749035466
211	0.005723526502
212	0.005698098225
213	0.005657092801
214	0.005627277153
215	0.005594378538
216	0.005563992652
217	0.005533370223
218	0.005511778917
219	0.005487380031
220	0.005463352924
221	0.005437586327
222	0.00539967556
223	0.00536754948
224	0.005347308403
225	0.00532927163
226	0.005303266628
227	0.005275841656
228	0.005255632145
229	0.005232699402
230	0.005212392244
231	0.005184331118
232	0.005153034208
233	0.005130138744
234	0.005105440406
235	0.005084916122
236	0.005052900683
237	0.005032862519
238	0.005012804761
239	0.004975517837
240	0.00495635159
241	0.004926339091
242	0.00490979622
243	0.004888237586
244	0.004868849553
245	0.004851315855
246	0.004832036199
247	0.004815182203
248	0.004795875232
249	0.004768942882
250	0.004751223297
251	0.004726270804
252	0.004708496157
253	0.004691827869
254	0.00466611556
255	0.004637533083
256	0.004619361304
257	0.004603290209
258	0.004581631963
259	0.004563142107
260	0.004545566543
261	0.004522261325
262	0.004505286936
263	0.004484184749
264	0.004466231778
265	0.004450599877
266	0.004431765345
267	0.004415422916
268	0.00439915055
269	0.004378855549
270	0.00436288192
271	0.004342513101
272	0.004325330188
273	0.004309180251
274	0.004292359947
275	0.00427746924
276	0.00425937275
277	0.004246466078
278	0.004229469217
279	0.00421607526
280	0.004202143973
281	0.004187460671
282	0.004171927947
283	0.004158955439
284	0.004141601725
285	0.004124018134
286	0.004108444108
287	0.00408164232
288	0.004068801169
289	0.004056644009
290	0.004032085356
291	0.004018755217
292	0.004005697722
293	0.003985443424
294	0.003972988466
295	0.003960174019
296	0.003941807363
297	0.003925588161
298	0.003913023805
299	0.003900991628
300	0.003888917046
301	0.003873461787
302	0.003855558672
303	0.003842803354
304	0.003823674467
305	0.003811381496
306	0.003799924304
307	0.003788588774
308	0.003777452865
309	0.003761848317
310	0.003750583374
311	0.003740798818
312	0.00372769944
313	0.003715276425
314	0.003702983728
315	0.003690430607
316	0.003676532144
317	0.00366547328
318	0.003654381622
319	0.003643892671
320	0.003628762496
321	0.003615987593
322	0.003606095788
323	0.00359561145
324	0.003582793983
325	0.003572802179
326	0.003562751798
327	0.003551366969
328	0.003540277369
329	0.003530325618
330	0.00351834614
331	0.003507600046
332	0.003489186275
333	0.003479268909
334	0.003469364959
335	0.003459067772
336	0.003448933853
337	0.003439100861
338	0.003427428566
339	0.003418151393
340	0.003406785162
341	0.003397434707
342	0.003389190892
343	0.003378132705
344	0.003368871793
345	0.00335552407
346	0.00334728397
347	0.003335072689
348	0.003324162989
349	0.003314793042
350	0.003306041954
351	0.003298187308
352	0.003289184411
353	0.00328039721
354	0.003271976873
355	0.003263268322
356	0.003254202222
357	0.003238323409
358	0.00323028915
359	0.003221574109
360	0.003212537512
361	0.003203680018
